Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,,2012/04/24,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
377994,Dirty Work,Larry Brown,"Brown, Larry",,"=""1565125630""","=""9781565125636""",0,4.18,Algonquin Books,Paperback,247,2007,,,2012/04/24,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
251374,The Night in Question,Tobias Wolff,"Wolff, Tobias",,"=""0679402187""","=""9780679402183""",0,4.18,Knopf,Hardcover,206,1996,1995,,2012/04/24,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
540372,"Wait Until Spring, Bandini (The Saga of Arturo Bandini, #1)",John Fante,"Fante, John",,"=""0876855540""","=""9780876855546""",0,4.10,Ecco,Paperback,266,2002,1938,,2012/04/20,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""038560310X""","=""9780385603102""",0,4.06,Random House,Paperback,705,2000,2000,,2012/04/20,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
11236032,The Popular Avant-Garde,Renée M. Silverman,"Silverman, Renée M.",,"=""9042031603""","=""9789042031609""",3,3.00,Brill/Rodopi,Hardcover,324,2010,2010,2012/01/16,2012/01/11,,,read,,,,1,,,0,,,,,
51504,Post Office,Charles Bukowski,"Bukowski, Charles",,"=""0876850867""","=""9780876850862""",5,3.99,Ecco Press,Paperback,208,2002,1971,2012/01/10,2010/11/29,,,read,,,,2,,,0,,,,,
2198148,The Pin-up: A Modest History,Mark Gabor,"Gabor, Mark",,"=""0517144352""","=""9780517144350""",2,3.83,Bell Publishing Company,Hardcover,272,1987,1974,2012/01/15,2012/01/11,,,read,,,,1,,,0,,,,,
71965,The Rum Diary,Hunter S. Thompson,"Thompson, Hunter S.",,"=""074757457X""","=""9780747574576""",4,3.82,Bloomsbury Publishing,Paperback,213,2012,1998,2012/01/27,2011/10/25,time-wasted,time-wasted (#5),read,,,,1,,,0,,,,,
90872,Self-Help,Lorrie Moore,"Moore, Lorrie",,"=""0307277291""","=""9780307277299""",0,4.20,Vintage,Paperback,163,2007,1985,,2012/03/31,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
388780,The Penguin Book of First World War Poetry,Matthew George Walter,"Walter, Matthew George",Various,"=""0141180099""","=""9780141180090""",2,4.24,Penguin Classics,Paperback,320,1997,1979,2012/04/01,2012/03/23,time-wasted,time-wasted (#15),read,,,,1,,,0,,,,,
68682,And the Ass Saw the Angel,Nick Cave,"Cave, Nick",,"=""1880985721""","=""9781880985724""",0,3.76,2.13.61,Paperback,320,2003,1989,,2012/03/31,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.13,Children's Classics,Hardcover,331,1998,1910,,2012/03/31,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
3355846,The Economic Naturalist: Why Economics Explains Almost Everything,Robert H. Frank,"Frank, Robert H.",,"=""0753513382""","=""9780753513385""",2,3.48,Basic Books,Paperback,241,2008,2006,2012/01/16,2011/09/29,,,read,,,,1,,,0,,,,,
527862,The Acid House,Irvine Welsh,"Welsh, Irvine",,"=""0393312801""","=""9780393312805""",0,3.72,W. W. Norton  Company,Paperback,289,1995,1994,,2012/03/25,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
78269,The Man Who Fell in Love with the Moon,Tom Spanbauer,"Spanbauer, Tom",,"=""080213663X""","=""9780802136633""",0,4.21,Grove Press,Paperback,368,2000,1991,,2012/03/17,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
1241365,Gods Go Begging,Alfredo Véa,"Véa, Alfredo",,"=""0452281156""","=""9780452281158""",0,4.11,Plume,Paperback,320,2000,1999,,2012/03/17,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
244261,The Street of Crocodiles,Bruno Schulz,"Schulz, Bruno","Celina Wieniewska, Mikolaj Dutsch, Hana Jechova, A. Vivanti Salmon, Jerzy Ficowski, Jonathan Safran Foer","=""0140186255""","=""9780140186253""",0,4.14,Penguin Books,Paperback,160,1992,1933,,2012/03/17,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
129984,Big Fish,Daniel Wallace,"Wallace, Daniel",,"=""0743484258""","=""9780743484251""",0,3.67,Pocket,Paperback,192,2004,1998,,2012/03/17,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
53925,The War of the End of the World,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""0571139612""","=""9780571139613""",0,4.23,Faber Faber Inc,Paperback,568,1986,1981,,2012/03/17,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
11206,In the Time of the Butterflies,Julia Alvarez,"Alvarez, Julia",,"=""0452274427""","=""9780452274426""",0,4.14,Plume,Paperback,324,1995,1994,,2012/03/17,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",0,4.13,Harcourt,Paperback,165,1974,1972,,2012/03/17,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
228630,Black Boy,Richard Wright,"Wright, Richard",Jerry W. Ward Jr.,"=""0060929782""","=""9780060929787""",0,4.06,Harper Perennial Modern Classics,Paperback,419,1998,1945,,2012/03/15,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
3123773,Medieval and Modern Philosophy,Joan A. Price,"Price, Joan A.",,"=""0791087409""","=""9780791087404""",2,3.61,Chelsea House Publications,Hardcover,136,2008,2008,2012/03/13,2012/03/03,,,read,,,,1,,,0,,,,,
7753,Fear and Loathing: The Strange and Terrible Saga of Hunter S. Thompson,Paul Perry,"Perry, Paul",,"=""1560256052""","=""9781560256052""",3,4.31,Da Capo Press,Paperback,288,2004,1992,2012/03/12,2012/01/11,,,read,,,,1,,,0,,,,,
537640,Last Evenings on Earth,Roberto Bolaño,"Bolaño, Roberto",Chris    Andrews,"=""0811216888""","=""9780811216883""",0,4.11,New Directions,Paperback,219,2007,2006,,2012/02/20,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
34080,The Waste Land,T.S. Eliot,"Eliot, T.S.",Michael North,"=""0393974995""","=""9780393974997""",0,4.11,W.W. Norton & Company,Paperback,320,2000,1922,,2012/02/17,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
9960948,Естествен роман,Georgi Gospodinov,"Gospodinov, Georgi",,"=""9954851700""","=""9789544918248""",4,3.91,Жанет-45,Paperback,150,2007,1999,2011/07/17,2011/12/04,,,read,,,,1,,,1,,,unspecified,,
2855034,Nation,Terry Pratchett,"Pratchett, Terry",,"=""0061433012""","=""9780061433016""",5,4.07,HarperCollins,Hardcover,367,2008,2008,,2010/10/14,,,read,,,,1,,,0,,,,,
6327,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0590032496""","=""9780590032490""",4,4.18,Scholastic Inc.,Paperback,208,1997,1983,,2010/10/13,,,read,,,,1,,,0,,,,,
4729968,Autobiografija,Branislav Nušić,"Nušić, Branislav",,"=""8636702585""","=""9788636702581""",4,4.32,Decje novine,Hardcover,259,1989,1924,,2011/08/26,,,read,,,,1,,,0,,,,,
3131741,"Emil i Lönneberga (Emil i Lönneberga, #1)",Astrid Lindgren,"Lindgren, Astrid",Björn Berg,"=""9129657903""","=""9789129657906""",4,4.31,Rabén & Sjögren,Paperback,98,2004,1963,,2010/11/18,,,read,,,,1,,,1,,,unspecified,,
348244,The Witness,Juan José Saer,"Saer, Juan José",Margaret Jull Costa,"=""1852421843""","=""9781852421847""",0,3.99,Serpent's Tail,Paperback,167,1990,1983,,2012/01/29,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
80890,Buddenbrooks: The Decline of a Family,Thomas Mann,"Mann, Thomas","T.J. Reed, John E. Woods","=""0679417370""","=""9780679417378""",0,4.16,Everyman's Library,Hardcover,731,1994,1901,,2012/01/29,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206480""","=""9780439206488""",2,3.99,"Scholastic, Inc.",Paperback,192,1999,1999,,2010/10/14,,,read,,,,1,,,0,,,,,
9378733,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,"=""1594488010""","=""9781594488016""",0,3.94,Riverhead Books,Hardcover,288,2011,2011,,2012/01/15,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
38501,Ham on Rye,Charles Bukowski,"Bukowski, Charles",,"=""006117758X""","=""9780061177583""",0,4.14,Ecco,Paperback,288,2014,1982,,2012/01/12,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
46945,Requiem for a Dream,Hubert Selby Jr.,"Jr., Hubert Selby","Darren Aronofsky, Richard Price","=""1560252480""","=""9781560252481""",0,4.09,Da Capo Press,Trade Paperback,279,1999,1978,,2012/01/12,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
147318,1 Dead in Attic: Post-Katrina Stories,Chris  Rose,"Rose, Chris",,"=""0977771504""","=""9780977771509""",0,4.11,Simon & Schuster,Paperback,158,2005,2005,,2011/12/16,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
5517,A Raisin in the Sun,Lorraine Hansberry,"Hansberry, Lorraine",,"=""0375508333""","=""9780375508332""",0,3.80,Random House,Hardcover,162,2002,1959,,2011/12/09,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"Stoppard, Tom",,"=""0802132758""","=""9780802132758""",0,4.06,Grove Press,Paperback,126,1994,1966,,2011/12/09,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
12287,Endgame,Samuel Beckett,"Beckett, Samuel",,"=""0571070671""","=""9780571070671""",4,3.84,Faber and Faber,Paperback,60,1989,1957,2011/08/24,2011/08/03,time-wasted,time-wasted (#3),read,,,,1,,,0,,,,,
597040,The Carpet People,Terry Pratchett,"Pratchett, Terry",,"=""0552527521""","=""9780552527521""",4,3.72,Transworld Publishers,Paperback,189,1996,1971,,2010/10/14,,,read,,,,1,,,0,,,,,
601239,"The Light Fantastic (Discworld, #2)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",2,3.98,Corgi,Mass Market Paperback,285,1986,1986,2011/08/06,2011/07/24,,,read,,,,2,,,1,,,unspecified,,
618164,The Collected Poems,Theodore Roethke,"Roethke, Theodore",,"=""0385086016""","=""9780385086011""",0,4.14,Anchor,Paperback,288,1974,1961,,2011/08/03,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
5148822,Балади и разпади,Georgi Gospodinov,"Gospodinov, Georgi",,"=""""","=""9789544913335""",4,4.23,Жанет-45,Paperback,256,2007,2007,,2010/10/25,,,read,,,,1,,,0,,,,,
22290,Invisible Monsters,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0099285444""","=""9780099285441""",4,3.98,Vintage,Paperback,297,2000,1999,2011/07/11,2011/06/21,,,read,,,,1,,,0,,,,,
9595,"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334230""","=""9780385334235""",5,3.87,Dial Press,Paperback,288,1999,1976,,2010/10/14,,,read,,,,1,,,0,,,,,
4009,Nine Stories,J.D. Salinger,"Salinger, J.D.",,"=""0316767727""","=""9780316767729""",4,4.19,"Little, Brown and Company",Paperback,198,2001,1953,,2010/10/13,,,read,,,,1,,,0,,,,,
6184003,Маминото детенце,Любен Каравелов,"Каравелов, Любен",,"=""9545272430""","=""""",2,3.49,Дамян Яков,Paperback,88,2004,1869,,2011/05/13,,,read,,,,1,,,0,,,,,
11273451,Молитва,Димчо Дебелянов,"Дебелянов, Димчо",,"=""""","=""""",4,4.20,,,84,2007,2007,2011/05/12,2011/05/02,,,read,,,,1,,,0,,,,,
1151331,Fables,Jean de La Fontaine,"Fontaine, Jean de La","Craig Hill, Edward Sorel","=""2266127756""","=""9782266127752""",4,4.05,Pocket,Paperback,482,2002,1668,,2011/04/27,,,read,,,,1,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",3,3.87,HarperCollins,Paperback,197,1993,1988,,2010/10/13,time-wasted,time-wasted (#2),read,,,,1,,,0,,,,,
6874993,"Стихотворения, избрани фрагменти и преводи",Atanas Dalchev,"Dalchev, Atanas",Атанас Далчев,"=""9544452869""","=""9789544452865""",4,4.33,Христо Ботев,Paperback,277,1994,1994,2011/04/22,2011/04/13,,,read,,,,1,,,0,,,,,
8433726,Поезия,Atanas Dalchev,"Dalchev, Atanas",Атанас Далчев,"=""""","=""""",3,4.24,,Hardcover,356,1984,1984,2011/04/18,2011/04/13,,,read,,,,1,,,0,,,,,
11098678,На острова на блажените,Пенчо Славейков,"Славейков, Пенчо",,"=""9547393111""","=""9789547393110""",3,3.94,Захарий Стоянов,Paperback,345,2002,1910,2011/04/18,2011/04/13,,,read,,,,1,,,0,,,,,
2722916,Немили-недраги,Ivan Vazov,"Vazov, Ivan",Иван Вазов,"=""954439043X""","=""9789544390433""",2,3.98,,Paperback,144,,1883,,2011/04/11,,,read,,,,1,,,0,,,,,
7925719,Поезия. Публицистика,Hristo Botev,"Botev, Hristo",,"=""""","=""9789544395568""",3,4.46,Слово,Paperback,208,1999,1977,2011/03/08,2011/04/04,,,read,,,,1,,,0,,,,,
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, H.P. van den Aardweg, Hayden Carruth","=""0811201880""","=""9780811201889""",4,3.92,New Directions,Hardcover,178,1969,1938,,2010/10/13,,,read,,,,1,,,0,,,,,
5996055,Чичовци,Ivan Vazov,"Vazov, Ivan",Иван Вазов,"=""9545272457""","=""""",2,3.32,Дамян Яков,Paperback,118,2004,1885,2011/03/21,2011/03/20,,,read,,,,1,,,0,,,,,
9057204,Моторни песни,Никола Вапцаров,"Вапцаров, Никола",,"=""954426308""","=""""",4,4.41,Анубис,Paperback,192,2001,1940,2011/03/09,2011/03/09,,,read,,,,1,,,0,,,,,
6251113,Бай Ганьо,Aleko Konstantinov,"Konstantinov, Aleko",Алеко Константинов,"=""9544597808""","=""9789544597801""",1,3.86,Хермес,Paperback,176,2009,1894,2011/03/20,2011/03/11,,,read,,,,1,,,0,,,,,
1290904,Фейлетони,Aleko Konstantinov,"Konstantinov, Aleko",Алеко Константинов,"=""9544396004""","=""9789544396008""",2,3.76,Слово,Paperback,144,1999,1992,2011/03/11,2011/03/11,,,read,,,,1,,,0,,,,,
2722878,Разкази. Гераците,Elin Pelin,"Pelin, Elin",Елин Пелин,"=""""","=""9789544395957""",2,4.31,Слово,Paperback,256,1995,1993,2011/03/07,2011/03/03,time-wasted,time-wasted (#7),read,,,,1,,,0,,,,,
3310290,Разкази - том 1,Йордан Йовков,"Йовков, Йордан",,"=""9545273925""","=""""",3,4.53,Дамян Яков,Paperback,416,2005,1917,2011/03/03,2011/02/12,,,read,,,,1,,,0,,,,,
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",5,3.81,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2010/10/13,,,read,,,,1,,,0,,,,,
22288,Haunted,Chuck Palahniuk,"Palahniuk, Chuck",,"=""1400032822""","=""9781400032822""",0,3.57,Anchor,Paperback,419,2006,2005,,2011/02/18,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
1096242,And Other Stories,Georgi Gospodinov,"Gospodinov, Georgi","Alexis Levitin, Magdalena Levy","=""0810124319""","=""9780810124318""",4,4.12,Northwestern University Press,Hardcover,96,2007,2000,2011/02/08,2011/01/27,,,read,,,,1,,,0,,,,,
5149591,Черешата на един народ,Georgi Gospodinov,"Gospodinov, Georgi",Георги Господинов,"=""9548642581""","=""9789548642583""",4,3.90,Жанет-45,Paperback,72,2008,1996,2011/02/02,2011/01/27,,,read,,,,1,,,0,,,,,
1202122,Cuentos por teléfono,Gianni Rodari,"Rodari, Gianni",Jordi Saludes,"=""8426155596""","=""9788426155597""",4,4.27,Juventud,Hardcover,176,1993,1962,,2010/10/25,,,read,,,,1,,,1,,,unspecified,,
3310286,Епопея на забравените и избрани стихотворения,Ivan Vazov,"Vazov, Ivan",Иван Вазов,"=""9548241102""","=""""",4,4.24,Бриз,Paperback,142,2000,1884,,2010/10/27,,,read,,,,1,,,1,,,unspecified,,
1430,Eleven Minutes,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0060589280""","=""9780060589288""",4,3.70,HarperOne,Paperback,273,2003,2003,,2010/11/18,,,read,,,,1,,,0,,,,,
3687146,Крадецът на праскови,Емилиян Станев,"Станев, Емилиян",,"=""9544262741""","=""""",4,4.22,Анубис,Paperback,336,2000,1948,,2010/12/03,,,read,,,,1,,,0,,,,,
5149568,Писма до Гаустин,Georgi Gospodinov,"Gospodinov, Georgi",Георги Господинов,"=""9544911391""","=""9789544911393""",4,4.02,Жанет-45,Paperback,96,2008,2003,2011/01/28,2011/01/27,,,read,,,,1,,,0,,,,,
1096243,Лапидариум,Georgi Gospodinov,"Gospodinov, Georgi",Георги Господинов,"=""9548136015""","=""9789548136013""",4,4.18,Модус Стоянов,Hardcover,63,1992,1992,,2011/01/27,,,read,,,,1,,,0,,,,,
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",0,4.13,Penguin,Paperback,256,1999,1927,,2010/10/13,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
56077,Sweet Thursday (Cannery Row #2),John Steinbeck,"Steinbeck, John",Robert DeMott,"=""0143039474""","=""9780143039471""",4,4.09,Penguin Classics,Paperback,249,2008,1954,2010/12/02,2010/11/28,,,read,,,,1,,,0,,,,,
14648,East Wind: West Wind,Pearl S. Buck,"Buck, Pearl S.",,"=""1559210869""","=""9781559210867""",3,4.00,Moyer Bell and its subsidiaries,Paperback,288,1995,1930,,2010/10/14,,,read,,,,1,,,0,,,,,
8610028,A Stranger in the Mirror,Sidney Sheldon,"Sheldon, Sidney",,"=""0062016539""","=""9780062016539""",3,3.64,HarperCollins e-books,ebook,361,2010,1976,,2010/10/14,time-wasted,time-wasted (#12),read,,,,1,,,0,,,,,
184302,Veronika Decides To Die (Camden),Paulo Coelho,"Coelho, Paulo",,"=""0754043355""","=""9780754043355""",3,3.71,,,,,1998,,2010/10/14,,,read,,,,1,,,0,,,,,
298537,Dirty Havana Trilogy,Pedro Juan Gutiérrez,"Gutiérrez, Pedro Juan",Natasha Wimmer,"=""0060006897""","=""9780060006891""",4,3.76,Ecco,Paperback,392,2002,1994,,2010/10/14,,,read,,,,1,,,1,,,unspecified,,
529701,Side Effects,Woody Allen,"Allen, Woody",,"=""0345343352""","=""9780345343352""",4,3.97,Ballantine Books,Paperback,213,1986,1980,,2010/10/14,,,read,,,,1,,,0,,,,,
4318,Monsieur Ibrahim and The Flowers of the Qur'an,Éric-Emmanuel Schmitt,"Schmitt, Éric-Emmanuel","Patricia Benecke, Patrick Driver","=""0413775909""","=""9780413775900""",5,3.84,Bloomsbury Methuen Drama,Hardcover,42,2006,2001,,2010/10/14,,,read,,,,1,,,0,,,,,
10031,The Wall,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""184391400X""","=""9781843914006""",0,4.08,Hesperus Press,Paperback,183,2005,1939,,2010/11/18,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
1484827,Le Magasin des suicides,Jean Teulé,"Teulé, Jean",,"=""2260017088""","=""9782260017080""",2,3.53,Julliard,Paperback,157,2007,2007,2010/11/18,2010/11/15,,,read,,,,1,,,0,,,,,
529326,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""0679724656""","=""9780679724650""",0,4.00,Vintage,Paperback,257,1989,1886,,2010/11/10,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
108202,The Diaries of Adam and Eve,Mark Twain,"Twain, Mark",John Updike,"=""""","=""""",5,3.92,Hesperus Press,Paperback,95,2002,1906,2010/10/28,2010/10/16,,,read,,,,1,,,0,,,,,
785075,The Death of the Moth and Other Essays,Virginia Woolf,"Woolf, Virginia",,"=""0156252341""","=""9780156252348""",4,4.16,Mariner Books,Paperback,256,1974,1942,2010/10/26,2010/10/22,,,read,,,,1,,,1,,,unspecified,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Stephen Fry, Bernard Giraudeau","=""0439064864""","=""9780439064866""",3,4.43,Arthur A. Levine Books / Scholastic Inc.,Hardcover,341,1999,1998,,2010/10/13,,,read,,,,1,,,0,,,,,
15055,Oranges Are Not the Only Fruit,Jeanette Winterson,"Winterson, Jeanette",,"=""""","=""""",0,3.74,Grove Press,Paperback,176,1997,1985,,2010/10/16,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
10801,The Big Rock Candy Mountain,Wallace Stegner,"Stegner, Wallace",,"=""0140139397""","=""9780140139396""",0,4.16,Penguin ,Paperback,563,1991,1943,,2010/10/16,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
27999,Close Range,Annie Proulx,"Proulx, Annie",,"=""0684852225""","=""9780684852225""",0,3.99,Scribner,Paperback,285,2000,1999,,2010/10/16,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
12995,The Hamlet,William Faulkner,"Faulkner, William",,"=""0679736530""","=""9780679736530""",0,3.87,Vintage International,Paperback,409,1991,1940,,2010/10/16,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
27712,The Neverending Story,Michael Ende,"Ende, Michael","Ralph Manheim, Roswitha Quadflieg","=""0525457585""","=""9780525457589""",4,4.18,Dutton Children's Books,Hardcover,396,1997,1979,,2010/10/16,,,read,,,,1,,,0,,,,,
7728,"Antigone (The Theban Plays, #3)",Sophocles,"Sophocles, Sophocles",J.E. Thomas,"=""1580493882""","=""9781580493888""",2,3.66,Ingram,Paperback,80,2005,-441,,2010/10/16,,,read,,,,1,,,0,,,,,
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",H.T. Willetts,"=""0374529523""","=""9780374529529""",0,3.95,"Farrar, Straus and Giroux",Paperback,182,2005,1962,,2010/10/16,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony M. Esolen,"=""0812970063""","=""9780812970067""",4,4.00,Modern Library,Paperback,490,2003,1307,,2010/10/16,,,read,,,,1,,,0,,,,,
776407,"The House at Pooh Corner (Winnie-the-Pooh, #2)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525444440""","=""9780525444442""",3,4.37,Dutton Books for Young Readers,Hardcover,180,1988,1928,,2010/10/16,,,read,,,,1,,,0,,,,,
6656,The Divine Comedy,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale","=""0679433139""","=""9780679433132""",0,4.06,Everyman's Library,Hardcover,798,1995,1320,,2010/10/16,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Mervyn Peake, Théo Varlet, Patrick Horgan, Dan Chaon","=""0451528956""","=""9780451528957""",0,3.82,Signet Classics,Paperback,144,2003,1886,,2010/10/16,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
